"bugID";"sd";"cl";"pd";"co";"rp";"os";"bs";"rs";"pr";"bsr"
"547688";"Regression introduced by fix for Bug 542789 - Optimize stereotype application handling in ElementImpl.eBasicSetContainer()";"Modeling";"MDT.UML2";"Core";"PC";"Windows 10";"UNCONFIRMED";;"P3";"major"
"547689";"ComboBox filter gets lost on structural changes";"Technology";"NatTable";"GlazedLists Extension";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547690";"JIPP Request for project Eclipse Packager";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547691";"IllegalArgumentException in FileStoreRoot.getManager(IPath) for deleted projects (thrown in Workspace.newResource)";"Eclipse Project";"Platform";"Resources";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547692";"[JIRO] Resource constraints not picked up";"Eclipse Foundation";"Community";"CI-Jenkins";"All";"All";"RESOLVED";"WORKSFORME";"P3";"normal"
"547693";"Create helper class for Adpater list management";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547694";"[releng] Specifier plugin in runtime feature";"Modeling";"Sirius";"Releng";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547695";"Add new banner for EclipseCon Europe promo";"Eclipse Foundation";"Community";"Website";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547696";"Drop JS modules";"Technology";"DLTK";"JavaScript";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547697";"Drop Python modules";"Technology";"DLTK";"Python";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547698";"LocationTech repo is down (5/27/2019)";"Eclipse Foundation";"Community";"Nexus";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547699";"Remove Sets call in ContainerMappingHelper to avoid a guava dependency";"Modeling";"Sirius";"Core";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547700";"[UI Integration] reimplement toolbar and menu contributions using e4 model";"Technology";"Ease";"Scripts";"All";"All";"CLOSED";"DUPLICATE";"P3";"normal"
"547701";"tmf: ClassCastException in XmlTimeGraphView";"Tools";"Tracecompass";"TMF";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547702";"JIPP for codewind";"Eclipse Foundation";"Community";"CI-Jenkins";"All";"Linux";"CLOSED";"FIXED";"P3";"major"
"547703";"NPE in PatternSetValidator";"Modeling";"Viatra";"Query";"Macintosh";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547704";"[oclinecore] Edit strips oppositeRoleName annotations";"Modeling";"OCL";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"547705";"Add duplicate and delete buttons to launch config editor";"Tools";"CDT";"launchbar";"PC";"Linux";"NEW";;"P3";"enhancement"
"547706";"Annotation on TypeParameterElement incorrectly reported on type use";"Eclipse Project";"JDT";"APT";"All";"All";"NEW";;"P3";"normal"
"547707";"Standalone debugger missing from 9.8.0 M3";"Tools";"CDT";"cdt-gdb-standalone";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547708";"[13] Infrastructure Support for Java 13";"Eclipse Project";"JDT";"Core";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547709";"[13] Allow JDT to target Java 13 in compiler preferences";"Eclipse Project";"JDT";"UI";"PC";"All";"CLOSED";"DUPLICATE";"P3";"enhancement"
"547710";"[13] Create P build";"Eclipse Project";"JDT";"Core";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547711";"[13] Update bundle versions and dependency versions in jdt.debug";"Eclipse Project";"JDT";"Debug";"PC";"All";"VERIFIED";"FIXED";"P3";"enhancement"
"547712";"[13] Create JavaSE-x-systempackages.profile for java 13";"Eclipse Project";"PDE";"API Tools";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547713";"[13] Running Y build with Java 13 compiler for test results";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547714";"[13] Add Execution Environment for JavaSE-13";"Eclipse Project";"JDT";"Debug";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547715";"RFE: allow disabling feature to automatically add ""use statement"" at the start of the file";"Eclipse Foundation";"z_Archived";"PDT";"PC";"Linux";"NEW";;"P3";"normal"
"547716";"[13] Java 13 API doc to be added for JRE library";"Eclipse Project";"JDT";"Debug";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547717";"[13] Start creating Y builds from BETA_JAVA13";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547718";"[13] Remove BETA from Compiler Preference page ""Compiler compliance level"" dropdown";"Eclipse Project";"JDT";"UI";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547719";"[13] Update bundle versions and dependency versions in jdt.ui";"Eclipse Project";"JDT";"UI";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547720";"Update minimum SWT requirement for JFace due to API removal from Bug 475833";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547721";"[Segments] Provide migration of legacy DMRs for View Templates";"Modeling";"ECP";"EMF Forms";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547722";"[Subapp] Type tooltip of interface elements of untyped subapp don't update when changing their data type.";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"547723";"[language] Make Extent useable";"Modeling";"QVTd";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547724";"NullPointerException at org.eclipse.jgit.treewalk.WorkingTreeIterator.hasCrLfInIndex()";"Technology";"JGit";"JGit";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547725";"Update documentation with new quick assists and quick fixes added in 4.12";"Eclipse Project";"JDT";"Doc";"PC";"Windows 10";"VERIFIED";"FIXED";"P3";"normal"
"547726";"[13] Configure gerrit builds for BETA_JAVA13";"Eclipse Project";"JDT";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"major"
"547727";"Regression - Viewpoint extension not working in sirius 6.1";"Modeling";"Sirius";"Core";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547728";"Need spotbugs and jacoco plugins on jenkins.eclipse.org";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547729";"[R-Console] Java options -d32/-d64 no longer available in Java 11";"Science";"Statet";"R IDE";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547730";"IllegalArgumentException during some diagram opening without ""refresh at opening""";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"RESOLVED";"DUPLICATE";"P3";"normal"
"547731";"can not debug when java file line more then 65536";"Eclipse Project";"JDT";"Debug";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"normal"
"547732";"TextUtils performance optimization";"Eclipse Foundation";"z_Archived";"Nebula";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547733";"[Generic Editor] Hover layout issues with composite hover (eg LSP4E)";"Eclipse Project";"Platform";"Text";"All";"All";"VERIFIED";"FIXED";"P3";"normal"
"547734";"Eclipse Buildship: New CVE Request";"Eclipse Foundation";"Community";"Vulnerability Reports";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547735";"[Wayland] DnD doesn't work inside EMF editor";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"normal"
"547736";"Update Xerces Java version 2.12";"Tools";"Orbit";"bundles";"All";"All";"NEW";;"P3";"normal"
"547737";"Permissions problem with PTP";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547738";"Avoid potential NPEs";"Modeling";"Sirius";"Diagram";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547739";"Crontab for (old infrastructure) for EclipseLink project";"Eclipse Foundation";"Community";"Servers";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547740";"Enable JDT code completion by default for all characters";"Eclipse Project";"JDT";"Text";"PC";"Linux";"REOPENED";;"P3";"normal"
"547742";"Undesired Child Process Death";"Eclipse Project";"Platform";"Resources";"PC";"Windows 10";"CLOSED";"WONTFIX";"P3";"critical"
"547743";"[content assist] Auto activation of completion on Java files out of a source folder cause popup on every keystroke.";"Eclipse Project";"JDT";"Text";"Other";"All";"ASSIGNED";;"P5";"minor"
"547744";"Restart option for Jenkins instance";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Windows 10";"CLOSED";"WONTFIX";"P3";"normal"
"547745";"Duplicate Row must handle BiDirectional References";"Modeling";"ECP";"EMF Forms";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547746";"Eclipse puts a diamond operator when I use autocomplete for java.util.Optional";"Eclipse Project";"JDT";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547747";"Update WTP Common to add the Java 13 project facet";"WebTools";"WTP Common Tools";"wst.common";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547748";"Get persistent and fatal NoClassDefFoundError: org/eclipse/jdt/core/IElementChangedListener opening pom.xml file";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"CLOSED";"NOT_ECLIPSE";"P3";"normal"
"547749";"[12] Install JDK 13 for tests on hipp6";"Eclipse Foundation";"Community";"Servers";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547750";"Error reported like ""Fatal error during logging: Static runtime cannot load plugins Exiting."" when test amf_ttcn binary";"Eclipse Foundation";"z_Archived";"titan.core";"PC";"Linux";"CLOSED";"NOT_ECLIPSE";"P3";"blocker"
"547751";"[GPG signing] Support GPG signature verification for commits";"Technology";"JGit";"JGit";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547752";"[search] Add option expand one level at a time in search results";"Eclipse Project";"JDT";"UI";"All";"All";"ASSIGNED";;"P5";"enhancement"
"547753";"Missing Abandon Commit";"Technology";"EGit";"UI";"PC";"Windows 10";"NEW";;"P3";"normal"
"547754";"Slow loading ""org.eclipse.e4.ui.swt.css.theme"" when using shared drive as workspace directory";"Eclipse Project";"Platform";"UI";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547755";"Retitle ""Quick Access""/""Find Actions"" to something more explicit";"Eclipse Project";"Platform";"UI";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547757";"eclipse-repository do not create binary from feature root file for macosx";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Windows 10";"RESOLVED";"NOT_ECLIPSE";"P3";"normal"
"547759";"[macOS] Text on buttons is vertically excentered";"Eclipse Project";"Platform";"SWT";"PC";"Mac OS X";"REOPENED";;"P3";"normal"
"547760";"Errors in the log ""Failed to evaluate: ReferenceExpression [definitionId=org.eclipse.m2e.sourcelookup.ui.m2estratum]""";"Eclipse Foundation";"z_Archived";"m2e";"PC";"Linux";"RESOLVED";"FIXED";"P3";"minor"
"547761";"Please configure GitHub access token for Metro's github bot";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547762";"osgi.bundles and start levels from existing config.ini are not considered";"Eclipse Project";"PDE";"UI";"All";"All";"NEW";;"P3";"major"
"547763";"Audit callers of IArrayType.getSize() and make sure they handle a null return value";"Tools";"CDT";"cdt-indexer";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547764";"[RJ-Servi] CommonsRuntime in RCP demos is sometimes not initialized";"Science";"Statet";"RJ";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547765";"Add ""Maven > Update Project ..."" menu to pom.xml editor";"Eclipse Foundation";"z_Archived";"m2e";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547766";"HTML5 script element async attribute should have boolean values";"WebTools";"WTP Source Editing";"wst.html";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"trivial"
"547767";"Please add TheiaDevCon to events.eclipse.org ASAP";"Eclipse Foundation";"z_Archived";"Events.eclipse.org";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"critical"
"547768";"[GTK3] Eclipse randomly crashes in WindowBuilder Swing Designer";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"major"
"547769";"[release] tools.gef 5.1.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547770";"[release] modeling.mdt.papyrus 4.4.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547772";"[9][build path] improve synchronization of data on different tabs of Java Build Path";"Eclipse Project";"JDT";"UI";"All";"All";"NEW";;"P3";"enhancement"
"547773";"'Binary not found' error message when attempting to run natively (Linux GCC) built project in Ubuntu 18.04";"Tools";"CDT";"cdt-core";"PC";"Linux";"NEW";;"P3";"normal"
"547774";"Declare 4.12 RC1";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547775";"Enable API Freeze Report for 4.12";"Eclipse Project";"Platform";"Releng";"All";"All";"VERIFIED";"FIXED";"P3";"normal"
"547776";"Downloads became very slow";"Eclipse Foundation";"Community";"Servers";"PC";"Windows 7";"CLOSED";"DUPLICATE";"P3";"major"
"547777";"[Passage] improve org.eclipse.passage.loc.api.OperatorLicenseService";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547778";"Control button not working";"Eclipse Project";"Platform";"IDE";"PC";"Windows 10";"CLOSED";"WONTFIX";"P3";"normal"
"547779";"ParameterNamesCodeMiningTest.testMultiLines() failed";"Eclipse Project";"JDT";"UI";"PC";"Windows 7";"NEW";;"P3";"normal"
"547780";"[Passage] provide LicensingRequestDescriptor interface";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547781";"UnsupportedOperationException: not a map: java.util.Collections$UnmodifiableMap";"Tools";"MAT";"Core";"Macintosh";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547782";"[Passage] extend License Pack to reference data from License Request";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547783";"Switch RasterFrames CI from TravisCI to CircleCI";"Eclipse Foundation";"Community";"GitHub";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547785";"Create eclipse/codewind-eclipse and eclipse/codewind-vscode repositories";"Eclipse Foundation";"Community";"GitHub";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"547786";"directory listings on archive.eclipse.org point to download.eclipse.org";"Eclipse Foundation";"Community";"Website";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547787";"[ReferenceService] Object details in element selection dialog";"Modeling";"ECP";"EMF Forms";"All";"All";"CLOSED";"FIXED";"P2";"enhancement"
"547788";"Provide Javadoc for packages";"Technology";"Handly";"Other";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547789";"Unable to find a GPG key for signing";"Technology";"EGit";"Core";"PC";"Linux";"RESOLVED";"FIXED";"P3";"major"
"547790";"Java 12 support";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Mac OS X";"RESOLVED";"DUPLICATE";"P3";"normal"
"547791";"[release] technology.passage 0.5.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547792";"[release] technology.handly 1.2.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547793";"[release] tools.titan 6.6.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547794";"Provide support for processing cookies";"RT";"ECF";"ecf.filetransfer";"PC";"Windows 7";"NEW";;"P3";"enhancement"
"547795";"Deploy ecj compiler from I20190529-2005 and use it for 4.12 RC2 build";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"WORKSFORME";"P3";"normal"
"547796";"Server is hosted very far...";"Technology";"Babel";"Server";"PC";"Windows 10";"RESOLVED";"INVALID";"P3";"critical"
"547797";"Update Base builder to 4.12 RC1 to build 4.12 RC2";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547798";"[Passage] Licensing dialog should do calculations in background";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547799";"[Passage] LicensePack should have information about Licensing Operator";"Technology";"Passage";"General";"All";"All";"CLOSED";"FIXED";"P3";"major"
"547800";"Mosquitto appears on bugzilla ""select classification"" page";"Eclipse Foundation";"Community";"Bugzilla";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547801";"Enable github sponsorship for eclipse/mosquitto";"Eclipse Foundation";"Community";"GitHub";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547802";"[Passage] the engine should check for clock tampering";"Technology";"Passage";"General";"All";"All";"NEW";;"P3";"major"
"547803";"Cannot run program ""Xvnc""";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"WORKSFORME";"P3";"normal"
"547804";"[Passage] Dashboard should use ""show"" instead of ""edit""";"Technology";"Passage";"General";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547805";"ECJ cannot compile annotation on inner class when attribute value is defined as private constant in said inner class";"Eclipse Project";"JDT";"Core";"PC";"Linux";"NEW";;"P3";"normal"
"547806";"ECJ cannot compile class extending an interface with a complex self-type generic type parameter";"Eclipse Project";"JDT";"Core";"PC";"Linux";"NEW";;"P3";"normal"
"547807";"ECJ cannot compile more than two chained calls on methods returning self-type in an interface with a complex self-type generic type parameter";"Eclipse Project";"JDT";"Core";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547808";"[REGRESSION] NullpointerException thrown instead of actual exception since 1.9.3";"Tools";"AspectJ";"Runtime";"PC";"Linux";"RESOLVED";"FIXED";"P3";"major"
"547809";"Dot Graph View - Implement Clusterrank support properly";"Tools";"GEF";"GEF DOT";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547810";"[Passage] Show License Pack content to Operator for the User License";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547811";"[GTK] DateTime drop-down popup shell does not hiding on focus lost";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"VERIFIED";"FIXED";"P3";"normal"
"547812";"[history view] Add name filter for shown branches";"Technology";"EGit";"UI";"All";"All";"CLOSED";"DUPLICATE";"P3";"enhancement"
"547813";"Support Xtext 2.18";"Technology";"Handly";"Xtext Integration";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547814";"[Passage] Allow Operator to show the generated product version keys";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"major"
"547815";"No Internal Vars available in SimpleFBs";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547816";"Committer access after election";"Eclipse Foundation";"Community";"GitHub";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547817";"[13] Support for Unicode 12.1";"Eclipse Project";"JDT";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547818";"Rename ui.controls plugin to ui";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547820";"move imageprovider package from utils to ui plugin";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547821";"Update 4diac logo on web-page";"IoT";"4DIAC";"Web Page";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547822";"Update welcome page to new 4diac logo";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547823";"Update About 4diac IDE page";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547824";"Update 4diac Application icons";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547825";"External annotation impositions on derived classes are errors rather than warnings";"Eclipse Project";"JDT";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"547826";"[inference] Sub-optimal error message for inference failure at overloaded constructor";"Eclipse Project";"JDT";"Core";"PC";"Linux";"REOPENED";;"P3";"minor"
"547827";"The Change for Bug 541864 is in theory not complete";"Eclipse Project";"JDT";"Core";"All";"All";"NEW";;"P3";"normal"
"547828";"[Passage] the LicensePlanFeature label should use its identifier and version";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547829";"GenModel Reload can corrupt the *.ecore mlodel";"Modeling";"EMF";"Core";"PC";"Windows 10";"RESOLVED";"WONTFIX";"P3";"normal"
"547830";"[resolver] possible deadlock in ResolverImpl.EnhancedExecutor.await()";"Eclipse Project";"Equinox";"Framework";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547831";"Add Launch Bar Target Support for GDB Remote";"Tools";"CDT";"cdt-debug-dsf-gdb";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547832";"[Passage] switch to Eclipse 4.12";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547833";"[content assist] Chain Completion enabled automatically, too slow, causes freezes";"Eclipse Project";"JDT";"Text";"All";"All";"VERIFIED";"FIXED";"P3";"blocker"
"547834";"Gerrit fails to find changes when triggerring a Gerrit event manually";"Eclipse Foundation";"Community";"CI-Jenkins";"All";"All";"CLOSED";"DUPLICATE";"P3";"blocker"
"547835";"[pivot] Improve StandaloneProjectMap/ProjectMap  ergonomics";"Modeling";"OCL";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547836";"Eclipse is not responding on ctrl + c and ctrl + v (copy/paste).";"WebTools";"WTP Source Editing";"jst.jsp";"PC";"Windows NT";"NEW";;"P3";"blocker"
"547837";"Investigate Gerrit instability";"Eclipse Foundation";"Community";"Gerrit";"PC";"Linux";"RESOLVED";"FIXED";"P3";"blocker"
"547838";"JIPP Help for SWTBot Project";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"normal"
"547840";"loader re-entrance conflicts with adding otre imports";"Tools";"Objectteams";"OTEquinox";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547841";"DOT Editor - Extend the content assistant support by subgraph template proposals";"Tools";"GEF";"GEF DOT";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547842";"Eclipse 2019-03 (4.11.0) : Unable to run Junit in OpenJDK12 - java.lang.Error: Unresolved compilation problems";"Eclipse Project";"Platform";"Runtime";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547843";"Provide ""Collapse Hierarchy"" refactoring to inline interfaces";"Eclipse Project";"JDT";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"547844";"[Project Explorer] Error markers are not shown on working sets";"Eclipse Project";"Platform";"UI";"All";"All";"NEW";;"P3";"normal"
"547845";"Cannot add board using Arduino Boards Manager";"Tools";"CDT";"cdt-arduino";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"normal"
"547846";"CDT GCC Build Output Parser does not recognize MSYS paths, only accepts WINDOWS paths";"Tools";"CDT";"cdt-indexer";"PC";"Windows 10";"NEW";;"P3";"normal"
"547847";"[otdre] conflicting local indices in _OT$callOrig regarding argument-less method";"Tools";"Objectteams";"OTJ";"All";"All";"RESOLVED";"FIXED";"P3";"major"
"547848";"Add performance row grouping";"Technology";"NatTable";"Core";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"enhancement"
"547849";"add <superBase> declarations are suggested by the new validation";"Tools";"Objectteams";"OTDT";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547850";"Render URLs as hyperlinks in Console view";"Eclipse Project";"Platform";"Debug";"PC";"All";"NEW";;"P3";"enhancement"
"547851";"4.12 RC1a test results are not shown";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"VERIFIED";"FIXED";"P3";"normal"
"547852";"Eclipse + PyDev: the app created in a django project won't show up automatically";"Eclipse Project";"Platform";"IDE";"PC";"Windows 10";"RESOLVED";"NOT_ECLIPSE";"P3";"critical"
"547853";"Allow underscore to indicate an unused lambda, method,  or catch formal parameter.";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"NEW";;"P3";"normal"
"547856";"Autocompletion for external port name in actor class structure shows ports which are not part of the current actor class";"Modeling";"eTrice";"UserInterface";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547857";"Missing version qualifier";"Modeling";"EMFT";"MWE";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"major"
"547858";"[code mining] add possibility to query CodeMiningProviderRegistry without Text Editor";"Eclipse Project";"Platform";"UI";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"normal"
"547859";"Generic IOs FB controller for rapid development";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"CLOSED";"INVALID";"P3";"normal"
"547860";"[Model2Doc] the user must be able to reset to null the field diagramType and diagramKind";"Modeling";"Papyrus";"Model2Doc";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"547861";"[Model2Doc] diagram generation doesn't work when the diagram name contains a space.";"Modeling";"Papyrus";"Model2Doc";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"547862";"Investigate API tools with new Java version (13) and current ASM";"Eclipse Project";"PDE";"API Tools";"PC";"All";"RESOLVED";"FIXED";"P3";"normal"
"547863";"[Local terminal] an option to trigger refresh of folder/project upon commands";"Tools";"CDT";"terminal";"All";"All";"NEW";;"P3";"enhancement"
"547864";"[SequenceDiagram] Undo/Redo problem with CombinedFragment";"Modeling";"Papyrus";"Diagram";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547865";"EPP 2019-06 Jubula can not start because javax.xml.bind via two dependency chains";"Technology";"Jubula";"Core";"All";"All";"CLOSED";"FIXED";"P1";"blocker"
"547866";"[Project Explorer] Newly created project does not show up if Top Level Elements are working sets";"Eclipse Project";"Platform";"UI";"All";"All";"NEW";;"P3";"normal"
"547867";"[Model2Doc]  The field customTitle is ignored for Diagram generation";"Modeling";"Papyrus";"Model2Doc";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"547868";"Inconsistencies and typos in the main VIATRA tutorial";"Modeling";"Viatra";"Common";"All";"All";"RESOLVED";"FIXED";"P3";"minor"
"547869";"We can not access the class of diagram at ElkGraphlayout";"Modeling";"Sirius";"Core";"PC";"Windows 10";"UNCONFIRMED";;"P3";"normal"
"547870";"The AST parser could not parse proper code (Error: Type mismatch: cannot convert from ... to ...)";"Eclipse Project";"JDT";"Core";"All";"All";"NEW";;"P3";"normal"
"547871";"Editor view does not follow Data/Event connection drag";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"enhancement"
"547872";"[content assist] Design new API for asynchronous content processor";"Eclipse Project";"Platform";"Text";"All";"All";"RESOLVED";"WONTFIX";"P3";"enhancement"
"547873";"add javadoc plug-in to CDT instance";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547874";"Unit Test Launcher creates corrupt classpath";"Eclipse Project";"JDT";"Debug";"PC";"Windows 10";"NEW";;"P3";"normal"
"547875";"Restore Roman Iuvshyn membership in eclipse-che team";"Eclipse Foundation";"Community";"GitHub";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
